charge_travail,revenu_mensuel,heure_supplementaires,nombre_participation_pee,annee_experience_totale,age,annes_sous_responsable_actuel,nombre_experiences_precedentes,statut_marital_célibataire,distance_domicile_travail
80,6162,0,1,14,32,8,1,0.0,4
80,5094,0,0,10,40,0,6,1.0,16
81,6877,1,0,12,30,0,5,1.0,2
80,2274,0,0,1,45,0,1,1.0,2
80,4434,0,1,10,42,8,1,0.0,29
80,6288,0,1,13,38,2,2,0.0,12
80,2553,0,0,6,34,3,1,1.0,16
80,7654,0,2,9,49,7,1,0.0,11
80,5160,0,0,12,55,3,4,1.0,2
80,17159,0,1,22,43,0,6,0.0,14
81,12808,1,1,9,27,8,1,0.0,5
80,10221,0,0,17,35,6,3,1.0,7
81,4779,1,0,8,28,5,1,0.0,2
80,3737,0,1,4,34,2,0,0.0,3
81,2366,1,1,8,26,7,1,0.0,5
80,1706,0,3,0,27,0,1,0.0,3
80,16307,0,1,29,51,17,2,0.0,26
80,5933,0,0,10,44,3,9,1.0,4
80,3424,0,0,6,25,1,7,1.0,2
80,4037,0,1,9,33,8,1,0.0,1
80,2559,0,0,6,35,1,1,1.0,27
81,6201,1,1,18,36,11,1,0.0,1
80,4403,0,1,8,32,3,2,0.0,13
80,3761,0,1,10,30,3,9,0.0,5
81,10934,1,1,35,53,4,7,0.0,7
81,10761,1,1,18,45,2,4,0.0,9
80,5175,0,1,9,32,3,5,0.0,8
80,13826,0,0,31,52,0,3,0.0,25
80,6334,0,2,9,37,0,4,0.0,16
80,4936,0,1,6,28,4,1,0.0,8
80,4775,0,2,4,22,2,6,0.0,1
81,2818,1,1,10,44,2,2,0.0,8
81,2515,1,0,8,42,2,5,1.0,2
80,2342,0,0,6,36,3,0,0.0,8
81,4194,1,0,5,25,3,1,0.0,3
81,10685,1,1,17,35,15,1,0.0,9
81,2022,1,1,10,35,8,1,0.0,25
80,2314,0,1,4,32,2,0,0.0,1
80,4256,0,0,5,25,3,1,0.0,4
80,3580,0,1,7,49,2,2,0.0,1
80,3162,0,0,6,24,4,0,0.0,4
80,6524,0,1,10,32,3,1,0.0,5
80,2899,0,1,3,38,2,0,0.0,9
81,5231,1,1,17,42,3,2,0.0,3
81,2356,1,1,8,31,2,3,0.0,11
81,2800,1,3,5,29,2,6,0.0,1
80,11836,0,1,28,53,2,5,0.0,8
80,10903,0,0,16,35,8,3,0.0,25
80,2973,0,1,10,37,0,5,0.0,21
80,14275,0,0,33,53,8,6,1.0,23
80,5562,0,1,12,43,2,4,0.0,1
81,4537,1,1,8,47,7,0,0.0,2
81,7642,1,0,10,37,9,1,1.0,19
80,17924,0,1,31,50,7,1,0.0,2
80,5204,0,2,13,39,4,8,0.0,2
81,2277,1,1,7,33,3,3,0.0,3
81,2795,1,0,1,32,1,1,1.0,25
80,2532,0,3,8,29,3,6,0.0,7
81,2559,1,0,8,44,1,1,0.0,9
80,4908,0,0,4,28,2,1,1.0,5
81,2380,1,1,3,58,0,9,0.0,2
80,4765,0,1,4,43,0,4,0.0,8
80,2044,0,0,2,20,2,1,1.0,2
80,2693,0,0,1,21,0,1,1.0,18
81,6586,1,1,17,36,11,0,0.0,14
81,3294,1,0,3,47,2,1,1.0,2
81,4171,1,1,4,22,2,0,0.0,3
81,2778,1,1,10,41,0,4,0.0,2
80,2377,0,1,6,28,2,5,0.0,9
81,2404,1,0,8,39,2,7,0.0,6
80,2318,0,0,1,27,0,1,1.0,4
80,2008,0,2,1,34,0,1,0.0,10
80,6244,0,0,10,42,3,7,1.0,14
81,2799,1,0,6,33,2,3,1.0,1
81,10552,1,1,24,58,4,2,0.0,5
80,2329,0,0,13,31,2,3,0.0,7
81,4014,1,1,10,35,7,1,0.0,21
80,7403,0,1,29,49,7,4,0.0,8
80,2259,0,2,13,48,0,4,0.0,20
80,6932,0,1,9,31,0,1,0.0,20
80,4678,0,0,8,36,1,2,1.0,7
80,13582,0,1,15,38,11,1,0.0,1
80,2332,0,0,5,32,2,6,0.0,1
81,2413,1,3,1,25,0,1,0.0,19
80,9705,0,1,11,40,0,2,0.0,10
80,4294,0,0,7,26,7,1,1.0,1
81,4721,1,0,20,41,17,2,1.0,6
80,2519,0,0,16,36,9,4,1.0,2
81,2121,1,0,1,19,0,1,1.0,21
80,2973,0,0,1,20,0,1,1.0,4
81,5855,1,2,10,31,5,0,0.0,12
81,3617,1,1,3,40,0,8,0.0,9
80,6725,0,1,8,32,3,1,0.0,3
81,10325,1,1,16,36,7,1,0.0,3
80,6949,0,0,6,33,4,0,1.0,1
80,10609,0,0,17,37,7,5,0.0,1
80,4447,0,0,9,45,8,1,0.0,4
80,2157,0,1,3,29,2,1,0.0,20
80,4601,0,0,5,35,0,1,0.0,18
80,17099,0,1,26,52,8,2,0.0,1
80,2479,0,0,7,58,0,4,1.0,2
80,14852,0,1,22,53,2,6,0.0,2
80,7264,0,1,10,30,7,5,0.0,8
81,5666,1,0,6,38,3,1,1.0,10
80,7823,0,1,12,35,8,6,0.0,3
80,7880,0,0,9,39,7,0,1.0,2
81,13194,1,0,22,40,0,4,1.0,24
81,5067,1,0,20,47,7,1,0.0,16
80,5079,0,2,12,36,7,4,0.0,8
81,2321,1,0,4,31,2,0,1.0,9
80,17444,0,0,10,33,0,1,1.0,17
81,2404,1,0,3,29,0,6,1.0,10
80,3452,0,0,5,33,2,3,1.0,13
80,2270,0,2,8,45,2,3,0.0,1
80,17399,0,1,32,50,3,9,0.0,1
81,5488,1,1,6,33,2,1,0.0,1
80,19419,0,1,21,41,11,2,0.0,9
80,2811,0,1,4,27,2,9,0.0,16
81,3633,1,1,9,45,8,1,0.0,23
81,4163,1,0,9,47,7,1,1.0,4
81,2132,1,0,7,30,1,4,0.0,22
81,13973,1,1,22,50,5,3,0.0,24
80,2684,0,1,3,38,2,0,0.0,10
80,10845,0,1,13,46,7,6,0.0,7
80,4377,0,2,5,24,2,1,0.0,17
81,3743,1,1,5,35,2,1,0.0,14
80,4148,0,1,4,31,3,1,0.0,1
80,1051,0,0,0,18,0,1,1.0,5
80,10739,0,1,22,54,8,8,0.0,17
81,10388,1,1,16,35,1,1,0.0,25
81,11416,1,3,9,30,7,0,0.0,8
81,2600,1,0,1,20,0,1,1.0,11
80,2422,0,0,4,30,2,0,1.0,5
80,5472,0,0,8,26,3,1,0.0,2
80,2451,0,1,4,22,1,1,0.0,8
80,4240,0,0,19,48,2,2,1.0,6
80,10999,0,0,27,48,8,7,1.0,4
80,5003,0,0,8,41,1,6,1.0,7
80,12742,0,1,21,39,8,1,0.0,1
80,4227,0,1,4,27,2,0,0.0,2
80,3917,0,1,3,35,2,1,0.0,10
80,18303,0,0,21,42,0,6,0.0,5
80,2380,0,0,8,50,0,4,0.0,9
81,13726,1,0,30,59,3,3,1.0,2
80,4777,0,0,15,37,0,5,0.0,11
81,6385,1,2,17,55,7,3,0.0,18
80,19973,0,2,21,41,10,1,0.0,7
81,6861,1,0,19,38,0,8,1.0,3
80,4969,0,0,7,26,2,8,1.0,29
80,19845,0,1,33,52,9,1,0.0,2
81,13320,1,1,23,44,11,3,0.0,28
80,6347,0,1,19,50,13,0,0.0,1
80,2743,0,0,18,36,14,1,1.0,16
81,10880,1,0,21,39,8,1,1.0,22
80,2342,0,0,3,33,2,0,1.0,8
80,17650,0,1,26,45,1,3,0.0,11
80,4025,0,0,10,32,7,9,1.0,29
80,9725,0,1,16,34,9,0,0.0,1
81,11904,1,1,14,59,4,3,0.0,1
80,2177,0,0,6,45,4,1,1.0,24
80,7525,0,1,30,53,12,2,0.0,2
80,4834,0,1,9,36,0,7,0.0,15
81,2042,1,1,6,26,2,6,0.0,2
81,2220,1,1,1,34,0,1,0.0,10
80,1052,0,0,1,28,0,1,0.0,10
80,2821,0,1,8,38,2,3,0.0,3
81,19237,1,1,29,50,7,2,0.0,2
80,4107,0,0,8,37,1,3,1.0,3
80,8396,0,1,8,40,5,1,0.0,26
80,2007,0,2,5,26,3,1,0.0,1
80,19627,0,2,23,46,2,9,0.0,1
80,10686,0,1,13,54,0,6,0.0,2
80,2942,0,1,18,56,3,2,0.0,9
80,8858,0,0,15,36,8,0,1.0,12
80,16756,0,0,31,55,2,7,1.0,2
80,10798,0,1,18,43,0,5,0.0,25
81,2323,1,0,2,20,2,1,1.0,9
80,1416,0,0,1,21,0,1,1.0,10
81,4615,1,3,19,46,7,8,0.0,8
81,2461,1,3,18,51,7,9,0.0,4
80,8722,0,0,10,28,9,1,1.0,24
80,3955,0,2,6,26,3,1,0.0,1
80,9957,0,1,7,30,2,0,0.0,20
80,3376,0,0,10,41,8,1,0.0,7
80,8823,0,1,20,38,9,0,0.0,17
80,10322,0,1,14,40,1,4,0.0,20
80,4621,0,3,3,27,2,1,0.0,8
80,10976,0,1,23,55,2,3,0.0,2
80,3660,0,0,10,28,7,3,1.0,10
80,10482,0,1,24,44,6,9,0.0,1
80,7119,0,1,9,33,2,4,0.0,5
81,9582,1,0,9,35,7,0,1.0,4
80,4508,0,0,14,33,8,1,1.0,29
80,2207,0,1,4,28,2,1,0.0,15
80,7756,0,0,7,34,4,0,1.0,3
81,6694,1,3,8,37,0,2,0.0,10
81,3691,1,1,7,25,6,1,0.0,4
80,2377,0,1,1,26,0,1,0.0,21
81,2313,1,0,5,33,2,4,1.0,25
80,17665,0,1,23,42,7,0,0.0,2
80,2596,0,2,1,28,0,1,0.0,1
81,4728,1,0,5,50,0,3,1.0,1
80,4302,0,1,4,33,2,0,0.0,7
80,2979,0,3,6,34,0,3,0.0,3
80,16885,0,0,27,48,1,2,1.0,1
80,5593,0,1,15,45,12,1,0.0,9
80,10445,0,0,18,52,0,7,1.0,7
81,8740,1,2,9,38,7,0,0.0,10
80,2514,0,1,11,29,7,4,0.0,28
80,7655,0,3,10,28,7,0,0.0,3
80,17465,0,1,23,46,9,3,0.0,3
80,7351,0,0,10,38,0,7,1.0,2
80,10820,0,1,18,43,1,8,0.0,27
80,12169,0,3,21,39,5,7,0.0,2
80,19626,0,0,21,40,9,1,1.0,14
81,2070,1,0,2,21,2,1,1.0,1
80,6782,0,0,9,39,3,9,1.0,9
80,7779,0,0,18,36,9,2,1.0,18
80,2791,0,1,3,31,2,0,0.0,20
80,3201,0,0,6,28,4,0,0.0,2
80,4968,0,1,5,35,2,1,0.0,11
80,13120,0,1,22,49,3,6,0.0,8
80,4033,0,0,5,34,2,2,1.0,2
80,3291,0,2,8,29,1,0,0.0,10
80,4272,0,0,16,42,0,4,1.0,29
81,5056,1,1,10,29,2,1,0.0,8
80,2844,0,1,7,38,0,1,0.0,1
81,2703,1,1,3,28,2,1,0.0,6
80,1904,0,0,0,18,0,1,1.0,8
81,8224,1,0,6,33,3,0,1.0,9
81,4766,1,1,6,41,0,3,0.0,12
80,2610,0,1,2,31,2,1,0.0,15
80,5731,0,2,9,37,3,7,0.0,25
80,2539,0,1,4,27,2,1,0.0,6
80,5714,0,0,6,34,3,1,0.0,9
80,4323,0,0,6,35,4,1,1.0,8
80,7336,0,1,11,29,10,1,0.0,23
80,13499,0,0,20,40,13,9,1.0,9
81,13758,1,0,22,42,14,0,1.0,12
80,5155,0,0,9,42,5,7,1.0,4
80,2258,0,1,10,35,7,6,0.0,1
80,3597,0,0,6,24,2,8,1.0,24
81,2515,1,0,1,28,0,1,0.0,12
80,4420,0,1,8,26,7,1,0.0,3
80,6578,0,1,10,30,4,1,0.0,10
81,4422,1,1,16,40,0,3,0.0,26
80,10274,0,1,15,35,4,2,0.0,2
80,5343,0,0,14,34,9,0,1.0,1
80,2376,0,1,2,35,2,1,0.0,4
80,5346,0,0,7,43,3,8,1.0,9
80,2827,0,3,1,32,0,1,0.0,2
80,19943,0,1,28,56,2,4,0.0,4
80,3131,0,1,10,29,8,1,0.0,6
80,2552,0,0,1,19,0,1,1.0,9
81,4477,1,1,7,45,2,4,0.0,7
80,6474,0,1,14,37,11,1,0.0,1
80,3033,0,0,2,20,2,1,1.0,3
81,2936,1,0,6,44,2,1,1.0,10
80,18606,0,1,26,53,7,3,0.0,7
81,2168,1,1,6,29,3,0,0.0,15
81,2853,1,1,1,22,0,0,0.0,3
80,17048,0,0,28,46,9,8,0.0,2
80,2290,0,0,6,44,0,2,1.0,17
80,3600,0,1,5,33,4,1,0.0,2
80,2107,0,1,5,41,0,6,0.0,5
80,4115,0,3,8,30,3,8,0.0,29
80,4327,0,3,5,40,0,5,0.0,2
80,17856,0,1,32,50,2,2,0.0,2
80,3196,0,3,6,28,3,1,0.0,19
80,19081,0,1,25,46,3,5,0.0,15
81,8966,1,3,15,35,7,3,0.0,17
80,2210,0,1,1,24,0,1,0.0,17
80,4539,0,1,10,33,1,1,0.0,25
80,2741,0,1,7,36,7,1,0.0,6
80,3491,0,3,10,30,9,1,0.0,7
80,4541,0,0,20,44,17,1,1.0,29
80,2678,0,0,2,20,2,1,1.0,21
80,7379,0,1,12,46,4,2,0.0,2
80,6272,0,1,10,42,3,7,0.0,2
81,5220,1,1,12,60,9,0,0.0,7
80,2743,0,1,2,32,2,1,0.0,13
81,4998,1,0,10,32,7,4,1.0,2
81,10252,1,1,17,36,7,2,0.0,1
80,2781,0,1,15,33,10,0,0.0,9
80,6852,0,1,7,40,3,7,0.0,10
80,4950,0,0,5,25,1,0,1.0,10
81,3579,1,1,12,30,7,0,0.0,1
81,13191,1,0,20,42,0,3,0.0,26
81,10377,1,1,16,35,12,4,0.0,8
81,2235,1,2,9,27,8,1,0.0,14
80,10502,0,1,33,54,4,7,0.0,1
80,2011,0,1,10,44,7,1,0.0,2
81,1859,1,0,1,19,0,1,1.0,10
80,3760,0,3,3,29,2,1,0.0,1
80,17779,0,0,36,54,9,3,0.0,3
81,6833,1,0,6,31,1,1,0.0,11
80,6812,0,0,10,31,8,1,1.0,24
80,5171,0,0,13,59,5,5,1.0,3
80,19740,0,1,25,43,7,3,0.0,3
80,18711,0,1,23,49,0,2,0.0,4
80,3692,0,0,12,36,7,1,0.0,3
80,2559,0,0,7,48,0,5,1.0,2
80,2517,0,3,5,27,3,1,0.0,4
81,6623,1,2,6,29,0,1,0.0,7
80,18265,0,0,25,48,0,6,1.0,1
80,16124,0,2,9,29,7,3,0.0,1
80,2585,0,0,2,34,0,0,0.0,20
80,18213,0,1,26,44,10,7,0.0,5
81,8380,1,2,10,33,8,0,0.0,10
81,2994,1,0,1,19,1,1,1.0,25
80,1223,0,1,1,23,1,1,0.0,1
81,1118,1,0,1,25,0,1,1.0,24
81,2875,1,0,8,26,2,1,1.0,4
81,18824,1,0,26,45,11,2,1.0,2
81,13577,1,1,34,55,0,1,0.0,8
80,2625,0,0,2,21,2,1,1.0,10
80,18789,0,1,26,46,8,2,0.0,4
81,4538,1,0,4,34,2,0,1.0,2
81,19847,1,1,31,51,10,4,0.0,9
80,10512,0,0,25,59,4,6,1.0,18
80,4444,0,2,15,34,10,4,0.0,19
81,2154,1,0,5,28,2,0,1.0,1
80,19190,0,2,26,44,13,1,0.0,4
80,4490,0,2,14,34,8,4,0.0,11
81,3506,1,0,4,35,2,0,0.0,6
81,2372,1,0,18,42,0,6,0.0,7
80,10231,0,0,23,43,17,3,1.0,4
81,5410,1,0,18,36,12,9,1.0,2
80,7978,0,1,10,44,5,1,0.0,15
81,3867,1,1,2,28,2,1,0.0,2
80,2838,0,0,8,51,7,0,1.0,6
81,4695,1,0,10,30,7,7,1.0,9
81,3339,1,2,10,29,7,3,0.0,7
80,2080,0,0,5,28,2,2,1.0,1
80,2096,0,0,2,25,1,1,1.0,1
80,6209,0,2,10,32,8,1,0.0,8
80,18061,0,0,22,45,0,3,1.0,25
81,17123,1,2,21,39,2,6,0.0,13
80,2372,0,2,2,58,2,1,0.0,23
80,4883,0,1,10,32,1,1,0.0,7
80,3904,0,0,6,39,3,0,1.0,23
80,4627,0,1,10,30,7,0,0.0,6
80,7094,0,0,10,36,7,3,0.0,10
80,3423,0,0,10,46,7,6,1.0,1
80,6674,0,3,10,28,5,0,0.0,1
81,16880,1,0,25,50,2,4,0.0,28
81,9094,1,0,9,40,0,2,1.0,25
81,8446,1,0,10,52,7,9,1.0,5
81,11916,1,2,9,30,8,1,0.0,17
80,4534,0,0,9,39,7,0,1.0,18
81,9852,1,1,10,31,6,1,0.0,2
80,6151,0,0,19,41,9,1,1.0,10
81,2302,1,0,3,31,2,1,1.0,1
80,2362,0,0,10,44,2,4,0.0,3
81,17861,1,0,21,42,10,0,0.0,2
80,19187,0,1,23,55,11,4,0.0,2
80,19717,0,0,36,56,7,6,1.0,8
80,3544,0,1,6,40,0,9,0.0,16
80,8500,0,1,10,34,6,0,0.0,9
80,4661,0,0,9,40,8,1,1.0,2
80,4103,0,1,10,41,7,0,0.0,1
81,4249,1,0,9,35,1,1,1.0,4
81,14026,1,1,33,51,10,1,0.0,5
80,6893,0,1,11,38,7,3,0.0,2
80,6125,0,0,10,34,6,1,1.0,15
80,3669,0,3,7,25,2,3,0.0,19
81,10008,1,0,31,58,9,7,0.0,7
80,2387,0,1,7,40,3,3,0.0,1
80,4639,0,1,17,36,13,2,0.0,7
80,7898,0,0,11,48,8,1,1.0,4
80,2534,0,1,5,27,0,8,0.0,11
80,13142,0,0,29,51,3,3,1.0,11
80,1611,0,0,0,18,0,1,1.0,1
80,5363,0,1,10,35,0,0,0.0,1
80,5071,0,0,8,27,0,3,1.0,2
81,13695,1,0,24,55,8,6,1.0,13
81,13402,1,1,33,56,9,4,0.0,23
80,2029,0,3,5,34,0,1,0.0,26
80,6377,0,3,15,40,8,5,0.0,2
80,5429,0,2,10,34,7,4,0.0,29
80,2785,0,0,3,31,0,7,1.0,2
81,4614,1,1,5,35,2,0,0.0,18
80,2610,0,3,4,38,3,1,0.0,7
80,6687,0,0,14,34,11,1,1.0,2
80,4724,0,1,5,28,4,1,0.0,26
81,6179,1,2,10,31,7,1,0.0,22
81,6120,1,2,8,39,4,3,0.0,21
80,10596,0,0,14,51,2,2,0.0,2
81,5467,1,2,12,41,3,3,0.0,22
81,2996,1,0,8,37,3,7,0.0,4
80,9998,0,0,8,33,2,6,0.0,5
81,4078,1,3,4,32,2,0,0.0,2
80,10920,0,1,13,39,5,3,0.0,25
80,6232,0,0,6,25,2,2,0.0,18
81,13247,1,1,24,52,2,2,0.0,28
81,4081,1,0,20,43,8,1,1.0,6
81,5769,1,0,6,27,4,1,0.0,10
81,2394,1,0,8,27,7,1,1.0,17
80,3904,0,0,5,26,1,0,1.0,2
80,16799,0,1,21,42,9,0,0.0,10
80,2950,0,0,12,52,4,9,0.0,8
80,3629,0,0,8,37,2,4,1.0,11
80,9362,0,0,10,35,2,2,1.0,18
80,3229,0,1,7,25,2,4,0.0,1
80,3578,0,0,8,26,7,0,1.0,7
80,7988,0,0,10,29,9,1,1.0,17
80,4284,0,0,20,49,3,3,1.0,28
81,7553,1,0,9,29,7,0,1.0,14
80,17328,0,0,29,54,7,6,1.0,1
81,19701,1,1,32,58,5,3,0.0,1
80,14732,0,2,31,55,0,2,0.0,1
81,9278,1,0,15,36,1,3,1.0,3
80,1359,0,0,1,31,0,1,1.0,1
80,4779,0,2,8,30,2,7,0.0,7
80,16422,0,0,9,31,0,3,1.0,8
80,2996,0,2,10,34,3,5,0.0,1
80,1261,0,0,1,31,0,1,1.0,8
80,2099,0,0,6,27,4,0,0.0,11
80,5810,0,0,10,36,8,1,1.0,4
80,5647,0,2,11,36,2,4,0.0,16
80,3420,0,1,17,47,2,7,0.0,1
80,4400,0,0,6,25,2,3,0.0,9
80,3500,0,0,7,37,3,0,1.0,5
80,2066,0,1,5,56,0,2,0.0,1
80,17169,0,2,26,47,6,3,0.0,2
81,4162,1,2,5,24,3,1,0.0,4
80,9204,0,1,7,32,3,4,0.0,7
80,3294,0,1,7,34,2,5,0.0,1
81,2127,1,0,7,41,3,2,0.0,5
80,3975,0,2,11,40,7,3,0.0,9
80,10793,0,1,13,31,9,1,0.0,8
80,10096,0,1,28,46,3,4,0.0,9
81,3646,1,0,11,39,0,2,1.0,2
80,7446,0,0,10,31,7,1,1.0,1
81,10851,1,1,24,45,7,2,0.0,20
80,2109,0,0,8,31,2,9,1.0,8
81,3722,1,1,7,31,2,6,0.0,2
81,9380,1,2,10,45,2,4,0.0,29
80,5486,0,3,15,48,2,4,0.0,7
80,2742,0,0,2,34,2,1,0.0,9
80,13757,0,1,16,40,8,2,0.0,8
80,8463,0,0,6,28,3,0,1.0,5
80,3162,0,0,7,44,3,3,1.0,5
80,16598,0,0,35,53,8,4,1.0,2
80,6651,0,1,20,49,2,2,0.0,5
80,2345,0,1,8,40,2,2,0.0,2
80,3420,0,0,6,44,3,1,1.0,20
80,4373,0,2,5,33,3,0,0.0,7
80,4759,0,0,15,34,12,3,1.0,3
80,5301,0,2,4,30,2,8,0.0,16
80,3673,0,0,12,42,8,1,1.0,9
80,4768,0,1,11,44,0,7,0.0,1
80,1274,0,2,1,30,0,1,0.0,7
80,4900,0,1,13,57,8,0,0.0,1
80,10466,0,2,29,49,7,3,0.0,7
80,17007,0,2,16,34,9,7,0.0,15
80,2909,0,1,5,28,2,3,0.0,1
80,5765,0,0,7,29,0,5,1.0,13
81,4599,1,0,16,34,10,0,1.0,24
80,2404,0,1,1,35,0,1,0.0,7
81,3172,1,0,4,24,0,2,1.0,9
80,2033,0,1,1,24,0,1,0.0,13
81,10209,1,0,16,44,2,5,1.0,2
80,8620,0,2,10,29,4,1,0.0,19
80,2064,0,1,6,30,3,0,0.0,1
81,4035,1,0,4,55,2,0,0.0,4
80,3838,0,0,8,33,2,8,0.0,4
81,4591,1,1,11,47,2,3,0.0,14
80,2561,0,0,8,28,0,7,1.0,2
80,1563,0,1,1,28,0,1,0.0,1
80,4898,0,0,5,28,3,0,1.0,7
80,4789,0,1,10,49,2,4,0.0,3
80,3180,0,3,4,29,2,0,0.0,2
80,6549,0,2,8,28,7,1,0.0,29
81,6388,1,0,14,33,0,2,1.0,8
80,11244,0,0,10,32,0,2,1.0,10
80,16032,0,1,26,54,12,3,0.0,11
80,2362,0,0,11,29,7,6,1.0,1
80,16328,0,1,24,44,17,3,0.0,28
80,8376,0,0,9,39,2,4,1.0,6
80,16606,0,1,23,46,1,8,0.0,3
80,8606,0,0,11,35,3,1,1.0,16
80,2272,0,0,5,23,2,0,1.0,20
80,2018,0,0,15,40,0,3,1.0,9
81,7083,1,0,10,34,6,1,0.0,1
80,4084,0,0,7,31,7,1,1.0,3
81,14411,1,0,32,50,9,1,1.0,22
81,2308,1,1,12,34,7,0,0.0,7
80,4841,0,1,4,42,0,4,0.0,2
80,4285,0,0,10,37,7,1,0.0,13
80,9715,0,1,9,29,7,3,0.0,8
80,4320,0,0,5,33,2,1,1.0,25
80,2132,0,1,8,45,3,4,0.0,28
81,10124,1,1,24,42,9,2,0.0,2
80,5473,0,0,9,40,1,0,0.0,9
81,5207,1,1,15,33,7,1,0.0,28
81,16437,1,0,21,40,7,1,1.0,6
80,2296,0,3,2,24,0,0,0.0,21
81,4069,1,0,8,40,2,3,0.0,8
80,7441,0,3,10,45,7,1,0.0,1
80,2430,0,2,6,35,2,0,0.0,28
80,5878,0,1,12,32,5,3,0.0,5
81,2644,1,0,7,36,2,3,1.0,2
80,6439,0,1,18,48,7,8,0.0,16
80,2451,0,2,5,29,0,6,0.0,9
80,6392,0,1,8,33,2,2,0.0,8
80,9714,0,1,10,30,7,1,0.0,1
80,6077,0,0,10,38,2,3,0.0,10
80,2450,0,0,3,35,2,1,1.0,1
80,9250,0,1,9,30,3,3,0.0,29
81,2074,1,1,1,35,0,1,0.0,2
80,10169,0,1,34,53,9,0,0.0,2
80,4855,0,2,7,38,4,4,0.0,2
80,4087,0,1,9,32,2,4,0.0,1
80,2367,0,1,10,48,6,8,0.0,15
80,2972,0,0,1,34,0,1,1.0,7
80,19586,0,1,36,55,13,1,0.0,26
80,5484,0,1,9,34,1,9,0.0,1
80,2061,0,0,1,26,0,1,0.0,3
80,9924,0,1,10,38,7,0,0.0,14
80,4198,0,0,8,38,2,2,1.0,16
80,6815,0,0,15,36,0,6,1.0,1
81,4723,1,0,10,29,5,1,1.0,3
81,6142,1,0,10,35,4,3,1.0,10
80,8237,0,1,11,39,6,2,0.0,6
80,8853,0,1,6,29,3,1,0.0,2
81,19331,1,1,27,50,0,4,0.0,9
80,2073,0,1,4,23,2,2,0.0,10
81,5562,1,1,9,36,2,3,0.0,6
80,19613,0,0,24,42,1,8,1.0,9
80,3407,0,2,10,35,8,1,0.0,28
80,5063,0,1,8,34,7,1,0.0,10
80,4639,0,1,5,40,2,1,0.0,14
80,4876,0,1,8,43,2,5,0.0,27
80,2690,0,1,1,35,1,1,0.0,7
80,17567,0,0,27,46,12,1,1.0,1
81,2408,1,3,1,28,0,1,0.0,24
81,2814,1,0,4,22,3,1,0.0,26
81,11245,1,1,32,50,13,2,0.0,20
80,3312,0,2,6,32,2,3,0.0,5
81,19049,1,1,23,44,10,0,0.0,7
80,2141,0,1,6,30,1,1,0.0,7
81,5769,1,0,10,45,4,1,1.0,5
80,4385,0,1,10,45,5,1,0.0,26
80,5332,0,0,10,31,3,7,1.0,2
81,4663,1,2,7,36,1,9,0.0,12
80,4724,0,1,9,34,2,1,0.0,10
80,3211,0,1,10,49,4,1,0.0,25
80,5377,0,3,10,39,7,2,0.0,10
80,4066,0,2,7,27,7,1,0.0,19
80,5208,0,0,16,35,10,1,0.0,18
80,4877,0,1,6,28,0,0,0.0,27
80,3117,0,0,3,21,2,1,1.0,5
81,1569,1,0,0,18,0,1,1.0,3
80,19658,0,1,27,47,0,3,0.0,26
80,3069,0,1,11,39,7,0,0.0,3
80,10435,0,2,18,40,12,1,0.0,15
80,4148,0,1,15,35,9,1,0.0,8
80,5768,0,3,9,37,2,3,0.0,19
80,5042,0,0,10,39,8,0,1.0,4
80,5770,0,2,10,45,9,1,0.0,2
81,7756,1,1,10,38,2,3,0.0,2
80,10306,0,0,15,35,0,9,0.0,10
80,3936,0,1,8,37,7,1,0.0,10
81,7945,1,0,18,40,3,6,1.0,16
81,5743,1,0,14,44,2,4,0.0,1
80,15202,0,1,23,48,2,2,0.0,4
81,5440,1,2,7,35,2,6,0.0,15
81,3760,1,0,6,24,3,1,1.0,2
80,3517,0,0,5,27,2,7,0.0,8
80,2580,0,0,6,27,2,2,1.0,2
81,2166,1,0,10,40,3,3,1.0,7
80,5869,0,0,8,29,4,9,1.0,10
80,8008,0,2,9,36,2,4,0.0,5
80,5206,0,2,7,25,7,1,0.0,2
80,5295,0,0,7,39,0,4,0.0,12
80,16413,0,2,27,49,2,3,0.0,22
80,13269,0,3,19,50,11,5,0.0,17
80,2783,0,0,2,20,2,1,1.0,2
80,5433,0,1,11,34,9,1,0.0,3
80,2013,0,0,15,36,3,2,1.0,7
81,13966,1,1,30,49,12,2,0.0,6
80,4374,0,0,4,36,2,0,0.0,1
80,6842,0,1,13,36,4,6,0.0,3
80,17426,0,1,36,54,7,3,0.0,22
80,17603,0,1,14,43,11,1,0.0,15
81,4581,1,0,13,35,7,3,1.0,12
80,4735,0,2,19,38,9,7,0.0,1
81,4187,1,1,10,29,9,1,0.0,5
80,5505,0,2,6,33,4,1,0.0,2
80,5470,0,2,10,32,6,0,0.0,2
80,5476,0,2,10,31,2,1,0.0,5
81,2587,1,1,17,49,2,4,0.0,16
80,2440,0,0,4,38,3,1,1.0,2
80,15972,0,3,29,47,2,6,0.0,2
80,15379,0,0,23,49,0,4,1.0,1
81,7082,1,0,21,41,2,3,1.0,23
80,2728,0,0,2,20,2,1,1.0,9
81,5368,1,1,7,33,2,1,0.0,16
80,5347,0,2,10,36,2,6,0.0,26
81,3195,1,3,8,44,2,4,0.0,1
81,3989,1,0,5,23,2,1,1.0,8
80,3306,0,1,7,38,0,7,0.0,4
80,7005,0,0,11,53,2,3,0.0,24
